gene_name	sample_index	chr	pathogenic_flag
MCAT	8	22	0
EFCAB6	8	22	0
GTSE1	8	22	0
MAPK11	8	22	0
ADM2	8	22	0
MAPK8IP2	8	22	0
PNPLA4	8	X	0
MSL3	8	X	0
GLRA2	8	X	0
BMX	8	X	0
TMEM27	8	X	0
GRPR	8	X	0
ACOT9	8	X	0
MAGEB2	8	X	0
NR0B1	8	X	0
CXorf21	8	X	0
TAB3	8	X	0
XK	8	X	0
CYBB	8	X	1
GPR34	8	X	0
ZNF41	8	X	0
ARAF	8	X	0
ZNF81	8	X	0
SPACA5	8	X	0
RBM3	8	X	0
WDR13	8	X	0
TIMM17B	8	X	0
PQBP1	8	X	0
KCND1	8	X	0
PPP1R3F	8	X	0
GAGE12J	8	X	0
GAGE2A	8	X	0
PAGE1	8	X	0
PAGE4	8	X	0
KDM5C	8	X	0
TSR2	8	X	0
APEX2	8	X	0
KLF8	8	X	0
FAAH2	8	X	0
MSN	8	X	0
OPHN1	8	X	0
EFNB1	9	X	1
AWAT1	8	X	0
ARR3	8	X	0
GDPD2	8	X	0
CDX4	8	X	0
TGIF2LX	8	X	0
TMSB15A	8	X	0
H2BFWT	8	X	0
IL1RAPL2	8	X	0
SERPINA7	8	X	0
DCX	8	X	0
TRPC5	8	X	0
LHFPL1	8	X	0
HTR2C	8	X	0
SLC25A43	8	X	0
ATP1B4	8	X	0
FAM127C	8	X	0
SLC9A6	8	X	0
SLITRK2	8	X	0
IDS	8	X	0
HMGB3	8	X	0
MAGEA10	8	X	0
PNMA6A	8	X	0
PDZD4	8	X	0
TEX28	8	X	0
DNASE1L1	8	X	0
GAB3	8	X	0
RPS4Y1	8	Y	0
RPS4Y2	8	Y	0
TAS1R3	9	1	0
DVL1	9	1	0
CDK11A	9	1	0
HES5	9	1	0
TPRG1L	9	1	0
TAS1R1	9	1	0
KLHL21	9	1	0
THAP3	9	1	0
RERE	9	1	0
NMNAT1	9	1	1
PEX14	9	1	0
PDPN	9	1	0
FBLIM1	9	1	0
CLCNKA	9	1	0
CLCNKB	9	1	0
CROCC	9	1	0
PADI4	9	1	0
IGSF21	9	1	0
UBR4	9	1	0
CAPZB	9	1	0
NBL1	9	1	0
TMCO4	9	1	0
PLA2G2E	9	1	0
MUL1	9	1	0
DDOST	9	1	0
EIF4G3	9	1	0
C1QB	9	1	0
MDS2	9	1	0
CNR2	9	1	0
SRSF10	9	1	0
IFNLR1	9	1	0
NCMAP	9	1	0
PAQR7	9	1	0
ZNF683	9	1	0
LIN28A	9	1	0
MAP3K6	9	1	0
SMPDL3B	9	1	0
SESN2	9	1	0
MECR	9	1	0
PTPRU	9	1	0
SDC3	9	1	0
FAM167B	9	1	0
HDAC1	9	1	0
ZBTB8OS	9	1	0
S100PBP	9	1	0
ZNF362	9	1	0
SFPQ	9	1	0
AGO4	9	1	0
AGO1	9	1	0
AGO3	9	1	0
LSM10	9	1	0
SNIP1	9	1	0
GJA9	9	1	0
MACF1	9	1	0
PPIE	9	1	0
CAP1	9	1	0
ZNF684	9	1	0
RIMS3	9	1	0
SCMH1	9	1	0
GUCA2B	9	1	0
GUCA2A	9	1	0
RIMKLA	9	1	0
FAM183A	9	1	0
ST3GAL3	9	1	0
ATP6V0B	9	1	0
HECTD3	9	1	0
CCDC163P	9	1	0
FOXD2	9	1	0
C1orf185	9	1	0
RNF11	9	1	0
GPX7	9	1	0
CPT2	9	1	0
LRP8	9	1	0
NDC1	9	1	0
DIO1	9	1	0
HSPB11	9	1	0
JUN	9	1	0
CYP2J2	9	1	0
SGIP1	9	1	0
SLC35D1	9	1	0
ANKRD13C	9	1	0
CRYZ	9	1	0
ACADM	9	1	0
AK5	9	1	0
TTLL7	9	1	0
MCOLN2	9	1	0
DDAH1	9	1	0
SH3GLB1	9	1	0
ZNF644	9	1	1
GLMN	9	1	0
ALG14	9	1	0
RWDD3	9	1	0
VCAM1	9	1	0
SLC30A7	9	1	0
DPH5	9	1	0
NBPF4	9	1	0
FAM102B	9	1	0
PSRC1	9	1	0
SORT1	9	1	0
AMIGO1	9	1	0
GSTM4	9	1	0
GSTM1	9	1	0
KCNC4	9	1	0
CD53	9	1	0
PIFO	9	1	0
WDR77	9	1	0
FAM19A3	9	1	0
PHTF1	9	1	0
RSBN1	9	1	0
OLFML3	9	1	0
CD58	9	1	0
TTF2	9	1	0
HIST2H2BF	9	1	0
SF3B4	9	1	0
C1orf56	9	1	0
RIIAD1	9	1	0
LCE5A	9	1	0
LCE3A	9	1	0
IVL	9	1	0
SPRR1A	9	1	0
SPRR1B	9	1	0
SPRR2E	9	1	0
S100A7L2	9	1	0
S100A13	9	1	0
AQP10	9	1	0
SHE	9	1	0
UBE2Q1	9	1	0
CKS1B	9	1	0
EFNA4	9	1	0
THBS3	9	1	0
PMF1-BGLAP	9	1	0
APOA1BP	9	1	0
CRABP2	9	1	0
ETV3L	9	1	0
CD1A	9	1	0
PYHIN1	9	1	0
OR10J5	9	1	0
APCS	9	1	0
FCRL6	9	1	0
SLAMF6	9	1	0
USF1	9	1	0
PCP4L1	9	1	0
MPZ	9	1	0
POU2F1	9	1	0
RCSD1	9	1	0
MPZL1	9	1	0
SLC19A2	9	1	0
SELL	9	1	0
SUCO	9	1	0
SERPINC1	9	1	1
RFWD2	9	1	0
FAM20B	9	1	0
LHX4	9	1	0
STX6	9	1	0
GLUL	9	1	0
SWT1	9	1	0
RGS21	9	1	0
CDC73	9	1	0
B3GALT2	9	1	0
PTPRC	9	1	0
MYOG	9	1	0
ATP2B4	9	1	0
NFASC	9	1	0
KLHDC8A	9	1	0
EIF2D	9	1	0
IL20	9	1	0
TRAF5	9	1	0
DTL	9	1	0
PPP2R5A	9	1	0
PROX1	9	1	0
ESRRG	9	1	0
CNIH4	9	1	0
LBR	9	1	0
PSEN2	9	1	0
PRSS38	9	1	0
MRPL55	9	1	0
GJC2	9	1	1
CAPN9	9	1	0
IRF2BP2	9	1	0
HEATR1	9	1	0
WDR64	9	1	0
ZNF496	9	1	0
OR2C3	9	1	0
OR13G1	9	1	0
OR2M2	9	1	0
LYPD8	9	1	0
ACP1	9	2	0
KLF11	9	2	0
ROCK2	9	2	0
NTSR2	9	2	0
TRIB2	9	2	0
FAM49A	9	2	0
TTC32	9	2	0
PUM2	9	2	0
RHOB	9	2	0
GDF7	9	2	0
APOB	9	2	0
FKBP1B	9	2	0
DNAJC27	9	2	0
OST4	9	2	0
PREB	9	2	0
TCF23	9	2	0
GPN1	9	2	0
PPP1CB	9	2	0
TTC27	9	2	0
LTBP1	9	2	0
SULT6B1	9	2	0
CDKL4	9	2	0
KCNG3	9	2	0
HAAO	9	2	0
SLC3A1	9	2	0
SOCS5	9	2	0
LINC01118	9	2	0
STON1-GTF2A1L	9	2	0
STON1	9	2	0
TSPYL6	9	2	0
CCDC88A	9	2	0
C2orf74	9	2	0
PNO1	9	2	0
GKN1	9	2	0
FIGLA	9	2	0
DYSF	9	2	1
SMYD5	9	2	0
C2orf78	9	2	0
TLX2	9	2	0
SMYD1	9	2	0
MRPS5	9	2	0
FAHD2B	9	2	0
ZAP70	9	2	1
MGAT4A	9	2	0
MAP4K4	9	2	0
SULT1C3	9	2	0
MERTK	9	2	0
RGPD8	9	2	0
IL1A	9	2	0
IL36G	9	2	0
SLC35F5	9	2	0
DBI	9	2	0
EPB41L5	9	2	0
IWS1	9	2	0
LIMS2	9	2	0
POLR2D	9	2	0
CCDC74B	9	2	0
POTEI	9	2	0
CCDC74A	9	2	0
MGAT5	9	2	0
NXPH2	9	2	0
MBD5	9	2	0
LYPD6B	9	2	0
RIF1	9	2	0
GALNT5	9	2	0
TANC1	9	2	0
PLA2R1	9	2	0
METTL5	9	2	0
TLK1	9	2	0
DYNC1I2	9	2	0
RAPGEF4	9	2	0
CHRNA1	9	2	0
TTN	9	2	0
CCDC141	9	2	0
FRZB	9	2	0
ZC3H15	9	2	0
ITGAV	9	2	0
PMS1	9	2	0
INPP1	9	2	0
GTF3C3	9	2	0
ANKRD44	9	2	0
C2orf47	9	2	0
NDUFB3	9	2	0
ALS2CR12	9	2	0
FAM117B	9	2	0
PARD3B	9	2	0
CPO	9	2	0
METTL21A	9	2	0
TMEM169	9	2	0
TTLL4	9	2	0
FEV	9	2	0
DNAJB2	9	2	0
ASIC4	9	2	0
PAX3	9	2	0
SLC19A3	9	2	0
TRIP12	9	2	0
FBXO36	9	2	0
NCL	9	2	0
NMUR1	9	2	0
NPPC	9	2	0
DIS3L2	9	2	0
PRSS56	9	2	0
KCNJ13	9	2	0
NEU2	9	2	0
INPP5D	9	2	0
UGT1A6	9	2	0
UGT1A3	9	2	0
ASB18	9	2	0
MLPH	9	2	0
RBM44	9	2	0
PASK	9	2	0
PPP1R7	9	2	0
CRBN	9	3	0
ITPR1	9	3	0
MTMR14	9	3	0
IQSEC1	9	3	0
MRPS25	9	3	0
DPH3	9	3	0
PLCL2	9	3	0
KCNH8	9	3	0
AZI2	9	3	0
FBXL2	9	3	0
STAC	9	3	0
TRANK1	9	3	0
GOLGA4	9	3	0
GORASP1	9	3	0
LYZL4	9	3	0
CYP8B1	9	3	0
ZNF35	9	3	0
CCR3	9	3	0
CCR2	9	3	0
PTH1R	9	3	0
ZNF589	9	3	0
FBXW12	9	3	0
PRKAR2A	9	3	0
LAMB2	9	3	0
DAG1	9	3	0
BSN	9	3	0
APEH	9	3	0
CACNA2D2	9	3	0
DOCK3	9	3	0
RBM15B	9	3	0
PCBP4	9	3	0
ABHD14B	9	3	0
PPM1M	9	3	0
NEK4	9	3	0
ITIH3	9	3	0
ACTR8	9	3	0
IL17RD	9	3	0
DNAH12	9	3	0
SLMAP	9	3	0
DNASE1L3	9	3	0
KCTD6	9	3	0
C3orf14	9	3	0
FAM19A4	9	3	0
GBE1	9	3	0
MINA	9	3	0
OR5H6	9	3	0
ST3GAL6	9	3	0
DZIP3	9	3	0
PLCXD2	9	3	0
CD80	9	3	0
ZNF148	9	3	0
PODXL2	9	3	0
MGLL	9	3	0
H1FOO	9	3	0
ATP2C1	9	3	0
ACPP	9	3	0
RYK	9	3	0
PPP2R3A	9	3	0
SLC35G2	9	3	0
RNF7	9	3	0
U2SURP	9	3	0
EIF2A	9	3	0
SIAH2	9	3	0
MED12L	9	3	0
CCNL1	9	3	0
SHOX2	9	3	0
TRIM59	9	3	0
PPM1L	9	3	0
SERPINI2	9	3	0
LRRC31	9	3	0
GHSR	9	3	0
PIK3CA	9	3	0
ABCC5	9	3	0
MAGEF1	9	3	0
SENP2	9	3	0
ETV5	9	3	0
GMNC	9	3	0
OSTN	9	3	0
CCDC50	9	3	0
NCBP2	9	3	0
DLG1	9	3	0
PCGF3	9	4	0
GAK	9	4	0
CTBP1	9	4	0
TMEM129	9	4	0
RGS12	9	4	0
CRMP1	9	4	0
JAKMIP1	9	4	0
MRFAP1	9	4	0
S100P	9	4	0
SORCS2	9	4	0
ACOX3	9	4	0
HMX1	9	4	0
TAPT1	9	4	0
CLRN2	9	4	0
ARAP2	9	4	0
DTHD1	9	4	0
DCAF4L1	9	4	0
SHISA3	9	4	0
GUF1	9	4	0
GABRA2	9	4	0
GABRB1	9	4	0
CORIN	9	4	0
SLAIN2	9	4	0
SPATA18	9	4	0
RASL11B	9	4	0
EPHA5	9	4	0
CENPC	9	4	0
YTHDC1	9	4	0
UGT2B4	9	4	0
HTN1	9	4	0
FDCSP	9	4	0
MUC7	9	4	0
RUFY3	9	4	0
COX18	9	4	0
AFM	9	4	0
ART3	9	4	0
SCARB2	9	4	0
PRDM8	9	4	0
C4orf22	9	4	0
SCD5	9	4	0
HELQ	9	4	0
MAPK10	9	4	0
HSD17B11	9	4	0
DNAJB14	9	4	0
BANK1	9	4	0
INTS12	9	4	0
NPNT	9	4	0
TBCK	9	4	0
LEF1	9	4	0
OSTC	9	4	0
COL25A1	9	4	0
ELOVL6	9	4	0
NEUROG2	9	4	0
ARSJ	9	4	0
UGT8	9	4	0
SEC24D	9	4	0
ANXA5	9	4	0
NDUFC1	9	4	0
ZNF330	9	4	0
GAB1	9	4	0
POU4F2	9	4	0
NR3C2	9	4	0
RPS3A	9	4	0
FAM160A1	9	4	0
TLR2	9	4	0
RBM46	9	4	0
PDGFC	9	4	0
RXFP1	9	4	0
TMA16	9	4	0
TMEM192	9	4	0
DDX60	9	4	0
GALNT7	9	4	0
HAND2	9	4	0
SPCS3	9	4	0
CLDN22	9	4	0
CASP3	9	4	0
PDLIM3	9	4	0
FRG1	9	4	0
PDCD6	9	5	0
ZDHHC11	9	5	0
SLC6A3	9	5	0
MRPL36	9	5	0
PAPD7	9	5	0
PRDM9	9	5	0
MTMR12	9	5	0
BRIX1	9	5	0
AGXT2	9	5	0
LMBRD2	9	5	0
SKP2	9	5	0
CARD6	9	5	0
OXCT1	9	5	0
ITGA1	9	5	0
ARL15	9	5	0
HSPB3	9	5	0
GPBP1	9	5	0
KIF2A	9	5	0
RNF180	9	5	0
SGTB	9	5	0
SREK1	9	5	0
BTF3	9	5	0
F2R	9	5	0
BHMT2	9	5	0
ANKRD34B	9	5	0
TMEM167A	9	5	0
COX7C	9	5	0
RASA1	9	5	0
ARSK	9	5	0
GLRX	9	5	0
PPIP5K2	9	5	0
C5orf30	9	5	0
FBXL17	9	5	0
WDR36	9	5	0
EPB41L4A-AS2	9	5	0
YTHDC2	9	5	0
AP3S1	9	5	0
LOX	9	5	0
C5orf63	9	5	0
ISOC1	9	5	0
IL13	9	5	0
C5orf15	9	5	0
UBE2B	9	5	0
NEUROG1	9	5	0
TRPC7	9	5	0
EGR1	9	5	0
MATR3	9	5	0
PAIP2	9	5	0
CXXC5	9	5	0
CYSTM1	9	5	0
ANKHD1	9	5	0
IK	9	5	0
WDR55	9	5	0
HARS2	9	5	0
PCDHA1	9	5	0
PCDHA9	9	5	0
PCDHB4	9	5	0
PCDHB7	9	5	0
PCDHB11	9	5	0
PCDHGA1	9	5	0
PCDHGA3	9	5	0
PCDHGB7	9	5	0
NDFIP1	9	5	0
SH3RF2	9	5	0
POU4F3	9	5	0
PPP2R2B	9	5	0
SPINK13	9	5	0
ABLIM3	9	5	0
FAM114A2	9	5	0
TIMD4	9	5	0
MED7	9	5	0
FNDC9	9	5	0
IL12B	9	5	0
PWWP2A	9	5	0
SLU7	9	5	0
PTTG1	9	5	0
HMMR	9	5	0
EFCAB9	9	5	0
FGFR4	9	5	0
FAM193B	9	5	0
ZNF354C	9	5	0
CANX	9	5	0
MAML1	9	5	0
LTC4S	9	5	0
MGAT4B	9	5	0
FLT4	9	5	0
OR2V1	9	5	0
TRIM7	9	5	0
TRIM41	9	5	0
PSMG4	9	6	0
PRPF4B	9	6	0
CDYL	9	6	0
LY86	9	6	0
TMEM14B	9	6	0
MAK	9	6	0
NEDD9	9	6	0
ADTRP	9	6	0
GMPR	9	6	0
TDP2	9	6	0
SLC17A3	9	6	0
HIST1H1T	9	6	0
HIST1H2BD	9	6	0
HIST1H2AE	9	6	0
HIST1H2BH	9	6	0
ZKSCAN8	9	6	0
PGBD1	9	6	0
TRIM27	9	6	0
OR11A1	9	6	0
MOG	9	6	0
HLA-G	9	6	0
TRIM15	9	6	0
MRPS18B	9	6	0
CDSN	9	6	0
HLA-B	9	6	0
TNF	9	6	0
LTB	9	6	0
ABHD16A	9	6	0
CFB	9	6	0
NELFE	9	6	0
HSD17B8	9	6	0
DAXX	9	6	0
LEMD2	9	6	0
NUDT3	9	6	0
UHRF1BP1	9	6	0
TAF11	9	6	0
TEAD3	9	6	0
CLPSL1	9	6	0
PNPLA1	9	6	0
CPNE5	9	6	0
FGD2	9	6	0
TBC1D22B	9	6	0
GLO1	9	6	0
KCNK16	9	6	0
TREM1	9	6	0
KLC4	9	6	0
SLC22A7	9	6	0
TMEM63B	9	6	0
CD2AP	9	6	0
GSTA5	9	6	0
ELOVL5	9	6	0
KLHL31	9	6	0
BAG2	9	6	0
LGSN	9	6	0
COL9A1	9	6	0
ORC3	9	6	0
MAP3K7	9	6	0
FBXL4	9	6	0
POPDC3	9	6	0
SNX3	9	6	0
FYN	9	6	0
NT5DC1	9	6	0
FAM26E	9	6	0
RWDD1	9	6	0
RSPH4A	9	6	0
DCBLD1	9	6	0
CEP85L	9	6	0
THEMIS	9	6	0
ARHGAP18	9	6	0
L3MBTL3	9	6	0
BCLAF1	9	6	0
SLC35D3	9	6	0
REPS1	9	6	0
ABRACL	9	6	0
HIVEP2	9	6	0
LTV1	9	6	0
SF3B5	9	6	0
EPM2A	9	6	0
SAMD5	9	6	0
TAB2	9	6	0
ULBP2	9	6	0
ULBP3	9	6	0
RMND1	9	6	0
TMEM181	9	6	0
FNDC1	9	6	0
LPA	9	6	0
QKI	9	6	0
RPS6KA2	9	6	0
FRMD1	9	6	0
MICALL2	9	7	0
MAFK	9	7	0
AP5Z1	9	7	0
CYTH3	9	7	0
CCZ1B	9	7	0
COL28A1	9	7	0
NDUFA4	9	7	0
ETV1	9	7	0
AGMO	9	7	0
SNX13	9	7	0
PRPS1L1	9	7	0
ITGB8	9	7	0
DNAH11	9	7	0
FAM221A	9	7	0
C7orf71	9	7	0
HOXA2	9	7	0
HOXA3	9	7	0
HOXA7	9	7	0
SCRN1	9	7	0
GGCT	9	7	0
AQP1	9	7	0
AVL9	9	7	0
RALA	9	7	0
DBNL	9	7	0
NPC1L1	9	7	0
CCM2	9	7	0
C7orf57	9	7	0
IKZF1	9	7	0
ZNF716	9	7	0
ZNF680	9	7	0
GTF2IRD1	9	7	0
GTF2IRD2	9	7	0
TRIM74	9	7	0
SRRM3	9	7	0
DTX2	9	7	0
RSBN1L	9	7	0
GNAT3	9	7	0
CACNA2D1	9	7	0
SEMA3A	9	7	0
ZNF804B	9	7	0
C7orf62	9	7	0
CDK14	9	7	0
KRIT1	9	7	1
ANKIB1	9	7	0
OCM2	9	7	0
LMTK2	9	7	0
BRI3	9	7	0
TRRAP	9	7	0
GATS	9	7	0
MOSPD3	9	7	0
SLC12A9	9	7	0
MUC17	9	7	0
CLDN15	9	7	0
POLR2J3	9	7	0
LRRC17	9	7	0
CDHR3	9	7	0
DNAJB9	9	7	0
LSMEM1	9	7	0
TSPAN12	9	7	0
AASS	9	7	0
NDUFA5	9	7	0
HYAL4	9	7	0
FSCN3	9	7	0
SND1	9	7	0
HILPDA	9	7	0
TNPO3	9	7	0
SMKR1	9	7	0
CPA2	9	7	0
CEP41	9	7	0
LRGUK	9	7	0
NUP205	9	7	0
AKR1D1	9	7	0
KIAA1549	9	7	0
LUC7L2	9	7	0
PARP12	9	7	0
KDM7A	9	7	0
SLC37A3	9	7	0
TMEM178B	9	7	0
TAS2R38	9	7	0
OR2A5	9	7	0
CTAGE4	9	7	0
PDIA4	9	7	0
ZNF775	9	7	0
PAXIP1-AS2	9	7	0
PAXIP1	9	7	0
RBM33	9	7	0
NCAPG2	9	7	0
KBTBD11	9	8	0
DEFA6	9	8	0
SPAG11B	9	8	0
DEFB107A	9	8	0
XKR6	9	8	0
MTMR9	9	8	0
VPS37A	9	8	0
ASAH1	9	8	0
REEP4	9	8	0
STC1	9	8	0
DPYSL2	9	8	0
FBXO16	9	8	0
PPP2CB	9	8	0
GINS4	9	8	0
DKK4	9	8	0
SLC20A2	9	8	0
FNTA	9	8	0
TGS1	9	8	0
RPS20	9	8	0
TCF24	9	8	0
CSPP1	9	8	0
TMEM70	9	8	0
LY96	9	8	0
ZC2HC1A	9	8	0
TPD52	9	8	0
ZNF704	9	8	0
FABP5	9	8	0
IMPA1	9	8	0
LRRCC1	9	8	0
CA13	9	8	0
CA3	9	8	0
SLC7A13	9	8	0
CPNE3	9	8	0
MMP16	9	8	0
CALB1	9	8	0
TMEM64	9	8	0
FAM92A1	9	8	0
TMEM67	9	8	0
PDP1	9	8	0
CDH17	9	8	0
CCNE2	9	8	0
PABPC1	9	8	0
ZNF706	9	8	0
TRHR	9	8	0
ENY2	9	8	0
RAD21	9	8	0
EXT1	9	8	0
ZHX2	9	8	0
FBXO32	9	8	0
FER1L6	9	8	0
FAM84B	9	8	0
GSDMC	9	8	0
OC90	9	8	0
WISP1	9	8	0
NDRG1	9	8	0
PTK2	9	8	0
LY6K	9	8	0
THEM6	9	8	0
PYCRL	9	8	0
MAPK15	9	8	0
EPPK1	9	8	0
GPAA1	9	8	0
MROH1	9	8	0
DOCK8	9	9	0
GLIS3	9	9	0
RANBP6	9	9	0
UHRF2	9	9	0
KDM4C	9	9	0
PTPRD	9	9	0
LURAP1L	9	9	0
IFNA10	9	9	0
PLAA	9	9	0
SMU1	9	9	0
CHMP5	9	9	0
DNAI1	9	9	0
HRCT1	9	9	0
SPATA31A1	9	9	0
FAM27E2	9	9	0
FAM27B	9	9	0
CBWD3	9	9	0
FOXD4L3	9	9	0
MAMDC2	9	9	0
C9orf85	9	9	0
TMC1	9	9	0
PSAT1	9	9	0
IDNK	9	9	0
KIF27	9	9	0
C9orf64	9	9	0
AGTPBP1	9	9	0
ZCCHC6	9	9	0
CDK20	9	9	0
OGN	9	9	0
IPPK	9	9	0
PTPDC1	9	9	0
XPA	9	9	0
ANP32B	9	9	0
CORO2A	9	9	0
NR4A3	9	9	0
INVS	9	9	0
MSANTD3-TMEFF1	9	9	0
ZNF189	9	9	0
SLC44A1	9	9	0
TAL2	9	9	0
TMEM38B	9	9	0
ACTL7B	9	9	0
MUSK	9	9	0
LPAR1	9	9	0
HSDL2	9	9	0
KIAA1958	9	9	0
RGS3	9	9	0
COL27A1	9	9	0
TRIM32	9	9	0
CDK5RAP2	9	9	0
PSMD5	9	9	0
PTGS1	9	9	0
RABGAP1	9	9	0
NEK6	9	9	0
NR5A1	9	9	0
PPP6C	9	9	0
RABEPK	9	9	0
HSPA5	9	9	0
MVB12B	9	9	0
ZBTB43	9	9	0
SLC25A25	9	9	0
COQ4	9	9	0
ZER1	9	9	0
DOLK	9	9	0
ASB6	9	9	0
C9orf78	9	9	0
NCS1	9	9	0
PRRC2B	9	9	0
MED27	9	9	0
CACFD1	9	9	0
DBH	9	9	0
VAV2	9	9	0
FCN1	9	9	0
MRPS2	9	9	0
OBP2A	9	9	0
CAMSAP1	9	9	0
NACC2	9	9	0
PMPCA	9	9	0
AGPAT2	9	9	0
FAM69B	9	9	0
EDF1	9	9	0
PTGDS	9	9	0
ABCA2	9	9	0
NPDC1	9	9	0
NDOR1	9	9	0
RNF224	9	9	0
SLC34A3	9	9	0
ARRDC1	9	9	0
ZMYND11	9	10	0
ASB13	9	10	0
SFMBT2	9	10	0
CELF2	9	10	0
OPTN	9	10	0
ACBD7	9	10	0
FAM171A1	9	10	0
C1QL3	9	10	0
ENKUR	9	10	0
ACBD5	9	10	0
MPP7	9	10	0
MTPAP	9	10	0
CCDC7	9	10	0
NRP1	9	10	0
GJD4	9	10	0
HNRNPF	9	10	0
ZNF487	9	10	0
ANXA8L1	9	10	0
C10orf128	9	10	0
OGDHL	9	10	0
TIMM23B	9	10	0
MSMB	9	10	0
NCOA4	9	10	0
AGAP6	9	10	0
ASAH2	9	10	0
MTRNR2L5	9	10	0
RHOBTB1	9	10	0
HERC4	9	10	0
RUFY2	9	10	0
PPA1	9	10	0
TBATA	9	10	0
MCU	9	10	0
ECD	9	10	0
DNAJC9	9	10	0
PLAU	9	10	0
VCL	9	10	0
DUSP13	9	10	0
ZMIZ1	9	10	0
PPIF	9	10	0
SFTPA2	9	10	0
OPN4	9	10	0
NUTM2D	9	10	0
PTEN	9	10	1
LIPJ	9	10	0
LIPN	9	10	0
STAMBPL1	9	10	0
CH25H	9	10	0
IFIT1	9	10	0
TNKS2	9	10	0
CYP2C19	9	10	0
DNTT	9	10	0
PIK3AP1	9	10	0
SLIT1	9	10	0
PYROXD2	9	10	0
HPS1	9	10	0
HPSE2	9	10	0
CNNM1	9	10	0
NKX2-3	9	10	0
SLC25A28	9	10	0
COX15	9	10	0
SCD	9	10	0
HIF1AN	9	10	0
PAX2	9	10	0
C10orf2	9	10	0
KAZALD1	9	10	0
TLX1NB	9	10	0
NPM3	9	10	0
CUEDC2	9	10	0
ACTR1A	9	10	0
WBP1L	9	10	0
RPEL1	9	10	0
TAF5	9	10	0
OBFC1	9	10	0
SORCS1	9	10	0
XPNPEP1	9	10	0
TCF7L2	9	10	0
HABP2	9	10	0
PNLIPRP1	9	10	0
SLC18A2	9	10	0
TIAL1	9	10	0
BTBD16	9	10	0
IKZF5	9	10	0
OAT	9	10	0
EDRF1	9	10	0
DOCK1	9	10	0
MKI67	9	10	0
IFITM3	9	11	0
RASSF7	9	11	0
TALDO1	9	11	0
CHID1	9	11	0
TOLLIP	9	11	0
BRSK2	9	11	0
MOB2	9	11	0
DUSP8	9	11	0
INS	9	11	1
SLC22A18	9	11	0
OR52I2	9	11	0
TRIM68	9	11	0
OR51A7	9	11	0
OR51B5	9	11	0
UBQLNL	9	11	0
OR56A1	9	11	0
PRKCDBP	9	11	0
OR2D2	9	11	0
PPFIBP2	9	11	0
RIC3	9	11	0
WEE1	9	11	0
ADM	9	11	0
GALNT18	9	11	0
USP47	9	11	0
BTBD10	9	11	0
PSMA1	9	11	0
PIK3C2A	9	11	0
LDHA	9	11	0
TSG101	9	11	0
DBX1	9	11	0
CCDC179	9	11	0
LIN7C	9	11	0
SLC1A2	9	11	0
C11orf74	9	11	0
MAPK8IP1	9	11	0
PHF21A	9	11	0
LRP4	9	11	0
NR1H3	9	11	0
SLC39A13	9	11	0
TRIM64C	9	11	0
OR4C13	9	11	0
OR5D14	9	11	0
OR10AG1	9	11	0
OR8I2	9	11	0
OR5T1	9	11	0
OR5M9	9	11	0
OR5M8	9	11	0
OR9G4	9	11	0
TIMM10	9	11	0
SMTNL1	9	11	0
OR9Q1	9	11	0
GLYAT	9	11	0
GLYATL2	9	11	0
OOSP1	9	11	0
OOSP2	9	11	0
MS4A18	9	11	0
MS4A10	9	11	0
BEST1	9	11	1
SCGB1D1	9	11	0
SLC22A8	9	11	0
HRASLS5	9	11	0
FERMT3	9	11	0
BAD	9	11	0
SF1	9	11	0
BATF2	9	11	0
NAALADL1	9	11	0
CDCA5	9	11	0
VPS51	9	11	0
YIF1A	9	11	0
CCDC87	9	11	0
SSH3	9	11	0
ORAOV1	9	11	0
FGF3	9	11	0
CTTN	9	11	0
ANAPC15	9	11	0
ARAP1	9	11	0
RELT	9	11	0
PGM2L1	9	11	0
XRRA1	9	11	0
UVRAG	9	11	0
SLC36A4	9	11	0
GPR83	9	11	0
FAM76B	9	11	0
MMP27	9	11	0
COLCA1	9	11	0
TMPRSS5	9	11	0
REXO2	9	11	0
NXPE1	9	11	0
CADM1	9	11	0
PAFAH1B2	9	11	0
SIDT2	9	11	0
TBCEL	9	11	0
TECTA	9	11	0
SCN3B	9	11	0
ZNF202	9	11	0
OR4D5	9	11	0
OR6T1	9	11	0
OR8B2	9	11	0
OR8B8	9	11	0
PATE1	9	11	0
HYLS1	9	11	0
SPATA19	9	11	0
JAM3	9	11	0
CACNA2D4	9	12	0
TEAD4	9	12	0
PRMT8	9	12	0
KCNA1	9	12	0
VAMP1	9	12	0
NOP2	9	12	0
CDCA3	9	12	0
C1R	9	12	0
GDF3	9	12	0
CLEC4A	9	12	0
PHC1	9	12	0
M6PR	9	12	0
KLRF1	9	12	0
CLEC1A	9	12	0
TAS2R9	9	12	0
H2AFJ	9	12	0
EPS8	9	12	0
CAPZA3	9	12	0
SLCO1C1	9	12	0
ASUN	9	12	0
SMCO2	9	12	0
FAM60A	9	12	0
ALG10B	9	12	0
IRAK4	9	12	0
SLC38A1	9	12	0
MCRS1	9	12	0
NCKAP5L	9	12	0
FAIM2	9	12	0
LARP4	9	12	0
KRT7	9	12	0
KRT85	9	12	0
KRT76	9	12	0
EIF4B	9	12	0
RARG	9	12	0
PRR13	9	12	0
ATP5G2	9	12	0
