gene_name	chr	tss	tse	gene_type	pLI	familyMemberCount	ncRVIS	ncGERP	RVIS_percentile	slr_dnds	GDI	gene_age
DCAF16	4	17802277	17812381	protein_coding	0.0034196343	0	-0.8452583236	0.123992252	63.0042462845	0.05995	335.32468	0
PALD1	10	72238563	72328206	protein_coding	0.009689881	0	1.6445239349	-0.254312547	93.0820948337	0.1443	3105.97963	0
NPVF	7	25264190	25268105	protein_coding	0.0022445076	0	0.8062546379	0.626216363	72.0099079972	0.4411	2823.76874	2
FXYD2	11	117690789	117695459	protein_coding	0.6822125339	0	0.3637655843	-0.153651494	66.8200047181	0.5008	22.06592	2
ATP1B3	3	141595469	141645382	protein_coding	0.5661942723	4	-0.1086055735	1.156194084	38.2814343005	0.5566	2.63913	1
ATP1B2	17	7554207	7561089	protein_coding	0.1268233206	4	0.4486797332	0.774222199	30.3727294173	0.03179	86.54469	0
PRSS48	4	152198324	152212605	protein_coding	0.000957857	54	-0.1355156251	0.233759756	92.6987497051	0.6407	5908.27685	0
ARRDC4	15	98503932	98517068	protein_coding	0.002989667	4	2.5436753178	-0.070793827	78.5857513565	0.1105	4696.45685	1
CYP26C1	10	94821020	94828454	protein_coding	0.0178004667	16	-0.0910962448	-0.527215323	50.0117952347	0.09415	548.74209	0
PXDC1	6	3722835	3752246	protein_coding	0.0475577315	0	-0.1086055735	-0.017506499	50.0117952347	0.1443	34.62039	0
TMEM163	2	135213329	135476571	protein_coding	0.2409519129	0	0.397258421	0.646831477	24.0033026657	0.08271	13.33189	0
PHLDB3	19	43979254	44008985	protein_coding	2.48136822496816E-17	0	-0.1955361081	0.449180963	57.5194621373	0.2067	1046.89102	2
RPS6KL1	14	75370656	75389145	protein_coding	0.000410676	0	0.8956479734	-0.371014583	57.4781788158	0.2281	4892.98014	0
SNX27	1	151584661	151671559	protein_coding	0.9997606887	2	0.9076331678	0.703742457	58.5279547063	0.04643	39.61796	0
GPRC6A	6	117113247	117150220	protein_coding	1.71964621348787E-11	11	-0.1582991978	0.736643846	96.0603916018	0.291	5803.3068	0
C1orf189	1	154171561	154178841	protein_coding	0.0007065966	0	-0.1625373644	0.856433945	44.5388063222	0.9962	36.19648	4
TJP3	19	3721696	3750811	protein_coding	1.71012294478073E-21	4	0.3172964264	-0.522747059	63.4937485256	0.115	2712.93434	1
PLET1	11	112118875	112131583	protein_coding	0.0475577315	1	-0.1086055735	-0.017506499	50.0117952347	0.1443	134.29607	0
AIMP1	4	107237663	107270381	protein_coding	0.0052535086	0	0.6144141654	-0.078862785	60.3149327672	0.2577	1133.26676	0
TRIM74	7	75024902	75034888	protein_coding	0.7612520389	5	-0.9474383022	-0.415681415	50.0117952347	0.1471	36.62935	12
GPATCH3	1	27216978	27226962	protein_coding	2.02391600723577E-06	0	-0.7065777712	-0.828017316	19.7983014862	0.2244	82.09693	0
TICAM2	5	114914192	114938176	protein_coding	0.0168960277	0	-0.4389697536	-0.232526978	76.0497758905	0.1443	198.58178	0
HIST1H2AJ	6	27782079	27782518	protein_coding	0.0475577315	23	0.6150536319	-2.843186413	42.875678226	0.003478	5.10146	5
HIST1H2AG	6	27100816	27101314	protein_coding	0.0475577315	23	-0.7416372251	-0.695663582	27.4180231187	0	10.74064	6
UTP14C	13	52598826	52607736	protein_coding	0.0007770854	1	-0.9643788581	-0.147091903	62.0960132107	0.5158	489.05369	0
TRIB2	2	12856997	12882858	protein_coding	0.9116075595	2	-0.9215592159	1.945615841	34.3182354329	0.0174	63.18149	0
CCDC85B	11	65657874	65659106	protein_coding	0.4890044181	0	-0.1086055735	-0.017506499	50.0117952347	0.01359	40.55287	0
ZNF442	19	12460184	12476475	protein_coding	4.77186156709401E-07	213	-0.1630821406	-0.171082428	98.0125029488	0.408	809.84714	8
OMP	11	76813885	76814377	protein_coding	0.0427750702	0	-0.1621588758	-0.483055242	72.381457891	0.1443	424.24013	0
C16orf54	16	29753785	29757340	protein_coding	0.6535212095	0	1.270908854	-0.231579405	50.0117952347	0.4149	93.86512	3
KCNB2	8	73449625	73850584	protein_coding	0.9268758264	1	-0.1086055735	2.032306803	6.8294409059	0.06836	126.18709	0
BICD1	12	32260184	32531141	protein_coding	0.6761347693	1	-0.1045382626	0.440635526	3.5444680349	0.04061	59.96654	0
BHMT	5	78407603	78428113	protein_coding	0.0001995272	1	-0.9061737218	-0.281527482	50.2241094598	0.07969	1865.32323	0
VWA9	15	65871095	65903486	protein_coding	0.0503345466	0	0.5124107769	-0.68985025	23.0360934183	0.1443	28.36697	0
SDC3	1	31342312	31381480	protein_coding	0.4900625962	0	-0.1086055735	0.144133428	52.2528898325	0.1992	4069.42538	0
ZNF516	18	74069636	74207146	protein_coding	0.1705391229	0	-0.1086055735	-0.017506499	50.0117952347	0.1069	285.13795	0
EMG1	12	7079943	7085165	protein_coding	0.0076798573	1	-0.1086055735	-0.017506499	50.0117952347	0.1443	134.41471	0
FAM156B	X	52976463	52985629	protein_coding	0.0475577315	1	-2.3308760644	-0.419452372	50.0117952347	0.3242	198.58178	6
MAGEB4	X	30260056	30262308	protein_coding	0.239713979	21	-0.5984492942	-1.121197241	41.9084689785	0.5598	10.07341	5
MAGEB2	X	30233674	30238206	protein_coding	0.0059090109	21	-0.1086055735	-0.95808308	69.3677754187	0.869	33.06343	5
TREML2	6	41157486	41168925	protein_coding	7.87212278700051E-07	0	1.9052672441	-0.632240708	96.5557914603	0.5713	640.99926	3
SLC13A1	7	122753587	122840025	protein_coding	4.46684016534998E-09	4	0.1327540962	0.352874109	77.2292993631	0.2569	127.90486	0
SLC6A20	3	45796940	45838035	protein_coding	0.000000133	16	0.2515585461	-0.456014772	20.8893606983	0.108	877.04178	0
TNFRSF11B	8	119935795	119964383	protein_coding	0.2131702102	0	-0.3525031937	1.956353675	33.2035857514	0.0827	89.19166	0
IRF1	5	131817300	131826465	protein_coding	0.8119238578	1	0.5554454428	0.790015969	53.1906109932	0.1096	4.5089	0
GABRB1	4	47033294	47428447	protein_coding	0.9613459902	20	-0.0575163754	1.238290643	28.9337107808	0.07136	31.23713	0
TCEA2	20	62694009	62703700	protein_coding	0.0265707565	3	-0.1086055735	-0.04445012	30.3727294173	0.04911	62.51264	0
RESP18	2	220192130	220197899	protein_coding	0.0475577315	0	-0.1781817387	-0.017373381	95.5944798301	0.7234	4828.78806	5
SMG8	17	57287370	57292611	protein_coding	0.0091823046	0	-0.5487688276	0.598254886	10.9223873555	0.1443	322.26936	0
INPP5F	10	121578768	121588662	protein_coding	0.0516064737	0	0.8922860376	-0.065856787	12.573720217	0.1233	536.63529	0
KRT39	17	39114668	39123144	protein_coding	2.97825294619484E-08	31	0.1875716242	2.080841845	87.2139655579	0.5407	2188.61987	2
LYPD3	19	43964945	43969831	protein_coding	5.88996122581475E-09	0	-0.3350832027	0.299778254	55.449398443	0.2841	232.00794	3
DIEXF	1	210001311	210030910	protein_coding	0.1187378788	0	2.0144908811	-0.167551101	91.071007313	0.1569	341.99855	0
SPACA4	19	49109999	49110971	protein_coding	0.5682283157	0	-0.5284634644	-0.746121318	68.9844302902	0.2322	6.17998	6
SCNN1G	16	23194039	23228200	protein_coding	0.6197073251	3	1.2621985369	-0.575147476	9.206180703	0.0996	675.78693	1
SEPHS2	16	30454945	30457296	protein_coding	0.0087175617	0	-0.2401340954	-0.863280645	82.5135645199	0.1992	80.11336	0
SCN1B	19	35521591	35525174	protein_coding	0.5396235221	0	-0.1086055735	0.046209569	83.2507666903	0.04234	1150.29546	0
FZD2	17	42634811	42638630	protein_coding	0.0475577315	1	-0.1086055735	1.584786811	79.2521821184	0.000004	62.74872	0
RYR3	15	33603162	34158304	protein_coding	0.9999997103	1	0.6994935133	1.67213239	0.0589761736	0.1443	4624.36471	0
CANT1	17	76987797	77005899	protein_coding	0.0022160722	0	0.5342831448	-0.968083027	55.6912007549	0.04938	102.29804	0
HIST1H4E	6	26204872	26205249	protein_coding	0.0005988233	13	1.8357819355	-0.36586448	27.4180231187	0	6.74798	8
TET1	10	70320116	70454239	protein_coding	0.9982031889	0	-0.4681217928	2.123991908	76.3151686719	0.3594	4993.56015	0
PERP	6	138409641	138428660	protein_coding	0.4408596831	1	1.1306286937	-0.076756705	81.994574192	0.1613	89.9839	0
RBM26	13	79893002	79980356	protein_coding	0.9999890538	0	0.9787670221	4.02442973	4.1047416844	0.02758	557.60054	0
TSPYL2	X	53111541	53117728	protein_coding	0.8328664018	0	-0.1086055735	1.047712033	14.4963434772	0.22	93.79731	0
PABPC1	8	101715143	101734315	protein_coding	0.99932501	3	-0.1086055735	2.411629962	27.4180231187	0.003057	3992.89486	0
RNASE3	14	21359561	21360507	protein_coding	0.00015433	5	0.166590127	-0.556800952	76.0497758905	1.072	12.00594	7
RNASE2	14	21423629	21424594	protein_coding	0.0320704552	5	-0.0697071954	-0.539270505	64.3194149564	0.7901	34.12214	0
ST6GAL1	3	186739664	186796341	protein_coding	0.7729675025	0	1.181925039	-0.04037456	12.7742392074	0.186	17.32337	0
SIAH1	16	48394445	48399784	protein_coding	0.9364641151	1	-0.3569735798	1.531975309	62.7388535032	0.03289	48.27472	0
RING1	6	33176285	33180499	protein_coding	0.8871014175	6	-0.1086055735	1.386772098	28.6329322954	0.03662	155.84978	4
TMC1	9	75136716	75451267	protein_coding	6.77585056881653E-07	4	0.7099936818	-0.356950026	16.6784619014	0.05074	3042.66182	1
IRF2	4	185308875	185395726	protein_coding	0.3006593686	1	-0.7906918905	3.318787592	17.745930644	0.113	15.27758	0
GLP1R	6	39016556	39055520	protein_coding	0.1658042354	12	0.7732112453	0.329412137	63.5704175513	0.0633	2392.4607	1
EFNA2	19	1286152	1301429	protein_coding	0.3518038263	1	-0.1086055735	-0.017506499	50.0117952347	0.03586	4.72277	0
DUSP9	X	152907896	152916781	protein_coding	0.6315838344	7	-0.1086055735	-0.017506499	50.0117952347	0.07267	44.5503	0
DUSP4	8	29190578	29206322	protein_coding	0.500554141	6	0.2078529312	-0.128459638	24.1920264213	0.01527	28.01967	0
EEF1G	11	62327072	62341460	protein_coding	0.9967929235	0	-0.5531599421	1.069098396	24.0033026657	0.05355	12.73981	0
SPTBN1	2	54785530	54889445	protein_coding	0.9999999995	4	0.1083240691	2.763344587	0.2241094598	0.0149	285.65309	0
ZZEF1	17	3907738	4046253	protein_coding	0.998173286	0	-0.9718008999	0.009405447	0.3892427459	0.1649	5318.26057	0
MAST2	1	46269284	46501796	protein_coding	2.72150311486516E-10	1	-0.1086055735	0.962331993	41.9202642133	0.1699	5581.08597	0
N4BP3	5	177540555	177553107	protein_coding	0.5917643583	1	0.9977503266	-0.145650974	23.5138004246	0.08349	502.34425	0
SMC5	9	72873877	72969789	protein_coding	0.9848747801	0	-0.7773291928	0.934230265	33.5338523237	0.12	892.18859	0
CDR1	X	139865424	139866723	protein_coding	0.0540719603	0	-0.4676035971	0.575776198	64.3194149564	1.46	46.72516	2
PRPF4B	6	4021568	4065217	protein_coding	0.0475577315	0	-0.8441274854	3.368816062	14.1365888181	0.04741	68.41343	0
SMURF2	17	62540734	62658386	protein_coding	0.9999666262	2	-0.1086055735	2.555693242	15.1214909177	0.01209	113.88537	0
SHISA8	22	42305557	42310671	protein_coding	0.0475577315	0	-0.1086055735	-0.017506499	50.0117952347	0.007892	198.58178	0
MBD3L5	19	7030593	7033022	protein_coding	0.0475577315	5	-0.2421755425	-0.527451385	50.0117952347	0.1443	40.51674	0
SLC22A24	11	62885994	62911693	protein_coding	0.0013886915	18	-0.1086055735	-0.017506499	50.0117952347	0.5746	3315.23833	10
ARL5C	17	37313146	37322414	protein_coding	0.0475577315	20	0.24003522	-0.316053339	96.502712904	0.2212	4693.71419	4
MYH3	17	10531842	10560626	protein_coding	3.53096585799927E-09	14	0.5410023646	0.902450044	3.2259966973	0.02496	602.04688	0
DYM	18	46570171	46987079	protein_coding	0.000000002	0	-0.1352005173	0.292627201	13.6706770465	0.05971	143.40049	0
ARPC4-TTLL3	3	9834231	9878040	protein_coding	3.31392948270805E-11	1	-0.1086055735	0.193294064	14.6732719981	0.2001	3805.21185	0
OR1J2	9	125273080	125274022	protein_coding	0.0108475721	249	0.0768082847	-0.836316405	76.3092710545	0.1677	1301.75288	2
OR5P3	11	7846583	7847519	protein_coding	0.6035411674	249	0.3387409669	-2.218717339	79.376032083	0.2615	277.07039	5
FLT3	13	28577410	28674729	protein_coding	0.3402951235	3	-0.1086055735	1.041061302	60.7159707478	0.1337	3420.34408	0
ACSL3	2	223725731	223808119	protein_coding	0.3344073105	5	0.47033182	0.631328932	63.4878509082	0.08067	93.41567	0
SLC22A31	16	89262168	89266529	protein_coding	0.0475577315	1	-0.1086055735	-0.017506499	50.0117952347	0.1443	4297.58624	0
BPIFB2	20	31595383	31611515	protein_coding	2.61467194251276E-07	4	0.5913123052	-0.068787362	48.8440669969	0.1443	817.49956	0
WDR61	15	78575577	78592068	protein_coding	0.2664268324	14	-0.3018188153	-0.086657947	25.1474404341	0.05757	5.82137	0
ZSCAN16	6	28092386	28097856	protein_coding	0.0475577315	18	0.1841873971	-0.537214364	70.4352441614	0.3634	119.22679	0
SOST	17	41831098	41836156	protein_coding	0.354493719	1	-0.5814869471	0.552304189	50.0117952347	0.03384	10.77913	0
GALNT4	12	89913189	89918583	protein_coding	0.0811227989	1	0.0625348549	0.345821552	77.2292993631	0.1443	1883.07913	0
SMYD3	1	245912641	246580714	protein_coding	2.41027473705426E-05	2	-0.1086055735	-0.622237903	31.929700401	0.0755	75.60539	1
NAIF1	9	130823511	130829599	protein_coding	0.0194673338	0	-0.7503590289	0.270735998	56.9238027837	0.02313	37.90247	0
DNAH12	3	57483730	57530071	protein_coding	0.0002458837	0	-0.2141393169	-0.090696355	88.3581033263	0.2564	7404.50475	0
ANXA13	8	124693033	124749647	protein_coding	0.0217512572	0	0.842635303	0.392599196	79.5234725171	0.1987	2139.07547	0
NUCKS1	1	205681946	205719372	protein_coding	0.9718695564	0	-0.7447225613	1.540634004	44.5388063222	0.03784	4.59039	0
CYP2D6	22	42522500	42526883	protein_coding	0.000000004	28	0.1539536661	-1.547715573	96.7681056853	0.1817	3439.97769	0
FAM101B	17	289770	295731	protein_coding	0.0475577315	0	-0.1086055735	-0.017506499	50.0117952347	0.1099	433.75703	0
PRSS42	3	46871893	46875585	protein_coding	0.0002028908	52	0.2001786877	-0.801010323	54.9481009672	0.5998	15.17186	0
F5	1	169481191	169555769	protein_coding	2.03346585878381E-07	0	0.2186288928	-0.471993782	99.3807501769	0.3932	7503.35737	0
CST1	20	23728189	23731574	protein_coding	0.000000251	7	2.0262059545	-0.587730138	76.9580089644	0.3754	12.91523	10
OR10H1	19	15917816	15918936	protein_coding	0.6242072556	249	-0.0424062059	-0.573622108	82.1656050955	0.1406	2707.23222	3
OR10H2	19	15838833	15839862	protein_coding	0.0070133496	249	0.7109513857	-1.220461682	84.0528426516	0.1894	4473.34923	10
LHPP	10	126150340	126302710	protein_coding	7.31914634150472E-05	2	-0.162296447	-1.207762457	61.9072894551	0.1391	606.57632	0
OR10H3	19	15852202	15853153	protein_coding	0.0051247684	249	0.1061824327	-0.465762097	94.892663364	0.5456	5310.16335	9
PKN2	1	89149921	89301938	protein_coding	0.9999852852	2	-0.6935158273	2.245552282	7.4251002595	0.05538	146.59854	0
RD3L	14	104406762	104408645	protein_coding	0.0475577315	1	-0.1257004186	0.321230952	50.0117952347	0.1443	666.70282	0
ZNF699	19	9405985	9415795	protein_coding	6.06832931541653E-07	232	-0.8512215609	-0.480082707	32.059447983	0.1514	31.99603	2
C19orf45	19	7562444	7573336	protein_coding	1.26822190818707E-14	0	0.1807898846	-0.471536771	87.9865534324	0.3112	8217.30567	5
MS4A10	11	60552820	60568778	protein_coding	1.01667695049929E-08	0	3.1236688769	-0.309821643	74.4928049068	0.526	256.68523	0
SERINC3	20	43127900	43150726	protein_coding	0.829892837	4	-0.4130952059	0.28133165	42.0559094126	0.2761	228.06631	0
LMBRD1	6	70385640	70507049	protein_coding	9.446141912833E-07	0	0.5148982269	0.742791734	19.5447039396	0.06637	2687.0579	0
KBTBD12	3	127641901	127706514	protein_coding	3.86784035821943E-11	42	0.0837594218	-0.560883054	45.3585751356	0.1897	84.18769	0
ZNF320	19	53379424	53394599	protein_coding	0.0652056119	0	0.4016786812	-0.087423377	33.2035857514	0.302	51.19238	0
KIF5C	2	149804343	149883273	protein_coding	0.9997741086	2	-0.1086055735	-0.017506499	50.0117952347	0.00931	88.6122	1
CRABP1	15	78632665	78640572	protein_coding	0.1112208181	12	-0.1086055735	-0.028829331	41.2479358339	0.008173	9.97302	0
COX15	10	101468504	101492423	protein_coding	6.1722843714969E-08	0	-0.7333885695	-0.030763424	36.0698277896	0.1775	123.8909	0
SLC20A1	2	113403433	113421400	protein_coding	0.5895751209	1	-0.1086055735	1.496228607	22.3578674216	0.1501	84.26474	0
NRN1L	16	67918780	67920271	protein_coding	0.0025106872	0	-0.4145160352	-0.42301707	89.4373673036	0.4101	1489.44633	0
RPL7L1	6	42847670	42854731	protein_coding	0.1582166927	1	1.2195539443	-0.280029561	20.2642132578	0.3387	92.5444	0
SPATA21	1	16725137	16763919	protein_coding	1.18641906318969E-05	0	-0.0923112272	-0.057227262	94.0375088464	0.5231	1596.30935	2
DRAXIN	1	11751780	11780336	protein_coding	0.0475577315	0	1.6336842689	-0.432404684	93.1941495636	0.1443	1036.5412	0
TMEM257	X	144908927	144911370	protein_coding	0.1142901512	0	-0.1129788305	1.314470196	77.4534088228	0.1443	208.78521	0
AREG	4	75480590	75490485	protein_coding	0.6383912192	1	-0.1086055735	0.518463934	50.0117952347	0.2749	98.56697	2
ARAF	X	47420498	47425373	protein_coding	0.8354419169	3	-0.3147111885	1.692759468	22.3578674216	0.0652	38.37658	0
AQP5	12	50355278	50359465	protein_coding	0.0231338223	8	-0.1086055735	0.102283118	30.3727294173	0.06893	49.83838	0
SHROOM2	X	9754495	9917481	protein_coding	0.0037956684	0	0.2730429277	-0.690454991	95.5355036565	0.2303	330.12615	0
KRT77	12	53083410	53097247	protein_coding	5.17374503372552E-07	27	0.3690097376	-0.191843661	98.3073838169	0.1988	4908.5509	5
FAM149B1	10	74927876	75001939	protein_coding	0.0475577315	0	-0.2163532714	0.172331932	85.9813635291	0.3178	4384.17888	0
ATP7A	X	77166152	77305892	protein_coding	0.9989612207	1	-1.5440794564	0.964047671	76.4920971927	0.2881	2933.24166	0
ATM	11	108093558	108239826	protein_coding	4.10445716641792E-26	0	-0.8238872429	-0.136137098	95.5060155697	0.2203	5697.19625	0
SCN4A	17	62015913	62050278	protein_coding	0.0026906894	4	0.809524595	-0.066875195	13.6765746638	0.03682	461.6219	0
VWF	12	6058039	6233836	protein_coding	1.50371899175772E-10	0	-0.3746998007	-0.124325	91.1417787214	0.1786	8614.16756	0
UPF2	10	11962020	12084840	protein_coding	0.9999987319	0	-0.6982922463	2.782422434	10.4623732012	0.03469	286.42271	0
CBX8	17	77768175	77770915	protein_coding	0.9918555258	0	-0.1086055735	1.028126762	53.7272941732	0.0597	55.97296	0
TWSG1	18	9334764	9402418	protein_coding	0.8723502387	0	0.6972650529	-0.249782854	43.2944090587	0.094	44.01904	0
MED12	X	70338405	70362304	protein_coding	0.9999999918	1	-0.1086055735	2.092656805	8.47487615	0.05021	62.96611	0
P2RY11	19	10222196	10226064	protein_coding	5.59672878791804E-06	26	0.7482976664	-1.246975651	71.6796414249	0.1443	17.17523	0
P2RX3	11	57105840	57137549	protein_coding	0.0374972832	5	-0.1750163723	0.296467248	51.9167256428	0.04242	1523.99976	0
P2RX1	17	3799884	3819960	protein_coding	1.64357877964615E-06	5	1.2504786971	-0.009175348	22.5053078556	0.07136	52.89202	2
OSBP	11	59341870	59383617	protein_coding	0.998734512	3	-0.8751196628	1.304728627	12.2375560274	0.0722	49.57201	0
COPS4	4	83956238	83996971	protein_coding	0.9962436198	0	-0.3796707915	1.665723177	41.2479358339	0.03132	16.10112	0
AEN	15	89164526	89175512	protein_coding	0.000000038	0	1.6015339155	-0.627054314	87.1785798537	0.1259	1416.11577	0
UBAP1L	15	65385341	65398697	protein_coding	0.0475577315	1	-0.118247532	0.372216844	50.0117952347	0.1443	124.10551	0
FGF21	19	49259343	49261582	protein_coding	0.1849788505	1	-0.2152781594	-0.492686778	30.5555555556	0.2581	17.09083	5
MRPS14	1	174982093	174992591	protein_coding	0.0081861652	0	-0.0352662047	-0.416071761	36.8601085162	0.1536	7.82029	0
LEO1	15	52230221	52263998	protein_coding	0.9991535509	0	-0.2354286734	0.166415103	6.717386176	0.05806	76.3896	0
TBC1D22A	22	47169823	47571342	protein_coding	0.9857968728	1	0.196985152	-1.046772764	67.4274593064	0.08455	93.04139	0
PRRT2	16	29823408	29827202	protein_coding	0.2600537662	0	-0.1086055735	2.010696234	81.3812219863	0.5448	216.41438	0
CYP3A4	7	99354582	99381811	protein_coding	1.26706019119532E-07	50	-0.2794335502	-1.28599246	22.6468506723	0.5208	83.02614	0
RBMS2	12	56915608	56989980	protein_coding	0.0016030396	2	0.3348724151	0.148723504	13.9360698278	0.1742	24.83639	0
FAM155B	X	68725077	68752351	protein_coding	0.8487627472	0	-0.7671487718	1.680027204	78.4619013918	0.1156	123.56427	0
GADD45B	19	2476122	2478257	protein_coding	0.161690307	2	-0.9205578532	-0.425411887	51.0379806558	0.04705	5224.38363	3
VSIG1	X	107288199	107322414	protein_coding	0.0040260973	3	-1.3450280215	0.694381919	40.1568766218	0.4837	30.41091	2
SAMD7	3	169629359	169656956	protein_coding	3.74155528966507E-06	0	-0.6321675144	0.091935729	60.474168436	0.4546	1131.34051	0
FANCE	6	35420137	35434881	protein_coding	0.0101699715	0	-0.1086055735	-0.614775097	32.059447983	0.4219	1627.89945	0
IFT140	16	1560427	1662109	protein_coding	2.54431286873258E-13	0	-0.6560810048	-0.618156162	22.8237791932	0.1435	1498.31247	0
IPPK	9	95375465	95432547	protein_coding	0.9550178474	0	-0.9175768683	-0.230654091	52.0936541637	0.07504	659.85423	0
SFXN1	5	174905513	174955621	protein_coding	0.4787870856	4	1.4960763093	-0.366027787	65.9648502005	0.07578	64.03438	0
S100PBP	1	33283118	33324480	protein_coding	0.9255021639	0	-0.9587727967	1.283005875	33.2035857514	0.5939	94.69848	2
ZNF574	19	42580289	42585720	protein_coding	0.8639942819	33	-0.2609054996	0.294259812	1.6690257136	0.04972	735.35854	0
UBE2Z	17	46985730	47006422	protein_coding	0.9123096394	0	0.1751574808	2.071842367	42.875678226	0.01093	1.2844	0
TNS3	7	47314751	47621742	protein_coding	0.9978333769	0	0.6529535917	-1.028094344	63.3640009436	0.1233	726.40943	0
MARC1	1	220960038	220987741	protein_coding	5.19975982336132E-05	1	0.2633935691	-0.733632427	61.9072894551	0.1443	413.54129	0
C16orf58	16	31500795	31519740	protein_coding	4.09778411991284E-10	0	-0.9800673134	-0.556040491	55.6086341118	0.1879	109.82472	0
EIF5AL1	10	81272356	81276192	protein_coding	0.0475577315	1	1.1515714108	-0.20973998	50.0117952347	0.04813	18.72537	0
C15orf59	15	74027771	74043816	protein_coding	0.2117776785	0	-0.1086055735	1.041785006	69.2085397499	0.09188	47.6831	0
KIAA1107	1	92632608	92650280	protein_coding	0.0475577315	0	-0.4057406337	2.304867436	98.112762444	0.4305	680.26302	0
PLCD4	2	219472487	219501909	protein_coding	1.87670728200524E-08	3	0.5661103984	0.758187578	9.6838877094	0.2743	151.66317	0
PARD6B	20	49348080	49370278	protein_coding	0.7881930652	2	3.5450780329	0.910871624	68.1292757726	0.05439	212.81026	0
GNPTG	16	1401899	1413352	protein_coding	2.57379740759521E-07	0	-0.1086055735	-0.346836259	30.7029959896	0.1378	52.40877	0
LRRC46	17	45908992	45915079	protein_coding	8.61241310809189E-05	0	-0.7579589271	-0.623358144	50.2241094598	0.4052	249.90163	1
RWDD2A	6	83903031	83906256	protein_coding	0.0475577315	1	-0.2021030521	-0.407610627	46.2019344185	0.05793	12.45391	1
SLC52A3	20	740723	749228	protein_coding	0.0080448566	2	-0.2887564235	-0.984034393	60.6451993395	0.1443	2301.46246	0
PGLYRP4	1	153302596	153321317	protein_coding	1.23465161617417E-07	1	0.5293299944	-0.44767547	93.5833923095	0.2513	368.64618	4
FAM32A	19	16296211	16302857	protein_coding	0.0082067782	0	-0.497449246	-0.650931087	59.4302901628	0.0153	14.39403	2
TBX10	11	67398773	67407031	protein_coding	5.68275714418903E-05	2	0.5541309779	-0.162074277	46.9155461194	0.1661	1177.2229	0
PTCD3	2	86333304	86369280	protein_coding	9.9828255630195E-06	0	0.8262145514	-0.505804032	19.013918377	0.409	724.4006	0
CSAD	12	53551446	53558277	protein_coding	1.26590235271754E-06	3	-0.2644013473	0.20337673	30.7029959896	0.143	105.98321	0
SLCO1B7	12	21168629	21243040	protein_coding	1.45432208646834E-16	1	0.1145076439	-0.369177016	96.4673271998	0.1443	1061.86953	0
VRTN	14	74815165	74826711	protein_coding	0.8213885182	0	-0.703182763	0.65414281	29.5411653692	0.1186	96.19087	0
C1orf137	1	117236733	117249225	protein_coding	0.0475577315	0	-0.1537969939	0.508996507	50.0117952347	1.216	1.82362	6
LMOD3	3	69157822	69171746	protein_coding	0.031578061	0	1.3756896159	-0.109272296	98.3073838169	0.1786	849.41203	0
PPP1R37	19	45596430	45650543	protein_coding	0.0475577315	0	0.1439499467	0.37268177	50.0117952347	0.1443	397.32662	0
SLC26A2	5	149340299	149366963	protein_coding	0.0007070269	8	-0.5757285784	-0.001344368	66.1653691908	0.233	1075.31491	0
SLC26A3	7	107405911	107443678	protein_coding	4.15832818656779E-09	7	0.1933601077	2.061431831	82.8733191791	0.5274	533.02806	0
PARM1	4	75858284	75975325	protein_coding	0.150366518	0	1.1473376407	0.122183212	82.7435715971	0.424	314.14041	0
NPDC1	9	139933908	139940676	protein_coding	0.9100060127	0	-0.1086055735	-0.017506499	50.0117952347	0.1379	89.39143	5
CELA2B	1	15802595	15817895	protein_coding	0.0004129812	55	-0.1895596075	0.047465738	72.381457891	0.3872	111.85533	0
MRPL13	8	121408082	121457647	protein_coding	2.78134814497961E-05	0	-0.4093431475	-0.822384562	58.5279547063	0.1034	30.69703	0
KRBOX1	3	42977833	42984283	protein_coding	0.4203980739	0	-1.1947374221	-0.119113944	50.0117952347	0.7211	3471.76224	0
SARM1	17	26698682	26728055	protein_coding	4.81041152199597E-08	0	-0.1086055735	-0.017506499	50.0117952347	0.04562	86.57687	0
CLVS2	6	123317115	123394064	protein_coding	0.1000974192	3	0.8961820784	1.160802805	53.1906109932	0.0137	21.63648	0
RLTPR	16	67679029	67691472	protein_coding	0.0242763561	2	-0.1086055735	0.36093523	6.6053314461	0.1993	593.87232	0
GDF7	2	20866423	20871250	protein_coding	0.7591932582	9	0.171953881	-0.373605438	50.0117952347	0.1902	405.95773	1
CYP2U1	4	108852716	108874613	protein_coding	0.0594661748	34	-0.3093818567	-0.608770093	46.9155461194	0.2127	53.71136	0
GLT6D1	9	138515501	138531386	protein_coding	0.0024200288	1	-0.2502989726	-1.288863316	94.1731540458	0.3936	3212.14932	3
TMPRSS9	19	2389783	2426086	protein_coding	2.3713652687806E-17	0	0.9456363877	-0.951950882	96.1901391838	0.1288	6013.59996	0
FKBPL	6	32096483	32098067	protein_coding	0.0475577315	3	0.3486864269	-0.16368281	68.1292757726	0.3459	1055.64821	4
CYP2W1	7	1022834	1029276	protein_coding	0.0007021907	31	-0.1086055735	-0.728119274	81.0096720925	0.1054	1243.09175	0
PDSS2	6	107473760	107780779	protein_coding	0.0134313927	1	-0.6372921921	0.847578131	48.5432885114	0.1974	310.44253	0
NAT14	19	55996556	55998935	protein_coding	0.141319783	0	-0.2303414233	-1.195347048	50.0117952347	0.0346	1038.06513	0
